number,value,datetime_start,datetime_complete,duration,params_candidate__cinema,params_candidate__digitaldisplayandsearch,params_candidate__digitalvideo,params_candidate__facebook,params_candidate__instagram,params_candidate__localtv,params_candidate__ooh,params_candidate__opentv,params_candidate__paytv,params_candidate__print,params_candidate__radio,params_candidate__tiktok,params_candidate__twitter,params_candidate__youtube,system_attrs_tpe:relative_params:0,state
556,1709.9437952048945,2026-09-21 11:33:20.572261,2026-09-21 11:33:21.311310,0 days 00:00:00.739049,0,16,14,1,10,0,16,7,8,9,4,14,14,16,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 8, ""candidate__print"": 9, ""candidate__radio"": 4, ""candidate__tiktok"": 14, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",COMPLETE
557,1708.4976549393593,2026-09-21 11:33:21.341337,2026-09-21 11:33:22.246377,0 days 00:00:00.905040,1,16,16,1,10,0,16,7,8,10,3,13,15,16,"{""candidate__cinema"": 1, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 8, ""candidate__print"": 10, ""candidate__radio"": 3, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",COMPLETE
558,2063.7075867590265,2026-09-21 11:33:22.321469,2026-09-21 11:33:23.037481,0 days 00:00:00.716012,4,14,16,1,10,0,17,10,8,13,5,13,16,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 10, ""candidate__paytv"": 8, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
559,2065.3875898137453,2026-09-21 11:33:23.061456,2026-09-21 11:33:23.522953,0 days 00:00:00.461497,1,16,15,5,6,0,16,8,6,12,5,11,13,16,"{""candidate__cinema"": 1, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 5, ""candidate__instagram"": 6, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",PRUNED
560,2080.26924316647,2026-09-21 11:33:23.545661,2026-09-21 11:33:24.035104,0 days 00:00:00.489443,4,16,15,2,10,0,15,12,7,12,5,12,12,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 12, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 16}",PRUNED
561,1707.3051299084939,2026-09-21 11:33:24.054282,2026-09-21 11:33:24.771983,0 days 00:00:00.717701,0,15,15,0,8,0,16,10,6,10,5,12,13,15,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 8, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 10, ""candidate__paytv"": 6, ""candidate__print"": 10, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
562,1706.8914071949885,2026-09-21 11:33:24.799419,2026-09-21 11:33:25.556900,0 days 00:00:00.757481,0,14,16,0,10,0,16,11,9,14,5,12,13,15,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 0, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
563,2077.42310769823,2026-09-21 11:33:25.586298,2026-09-21 11:33:26.101267,0 days 00:00:00.514969,1,13,16,1,9,0,16,10,17,13,7,12,13,15,"{""candidate__cinema"": 1, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 10, ""candidate__paytv"": 17, ""candidate__print"": 13, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
564,2063.0781701625615,2026-09-21 11:33:26.127006,2026-09-21 11:33:26.562762,0 days 00:00:00.435756,2,15,15,1,7,0,16,8,7,10,5,13,15,15,"{""candidate__cinema"": 2, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 7, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 7, ""candidate__print"": 10, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
565,2077.3925516513314,2026-09-21 11:33:26.586320,2026-09-21 11:33:27.099877,0 days 00:00:00.513557,2,16,16,1,9,0,16,7,9,12,6,12,13,15,"{""candidate__cinema"": 2, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 9, ""candidate__print"": 12, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
566,2072.8504750513443,2026-09-21 11:33:27.122043,2026-09-21 11:33:27.701643,0 days 00:00:00.579600,4,16,15,1,10,0,15,11,9,12,5,13,10,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 11, ""candidate__paytv"": 9, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 10, ""candidate__youtube"": 16}",PRUNED
567,1709.5485583160041,2026-09-21 11:33:27.730198,2026-09-21 11:33:28.638119,0 days 00:00:00.907921,0,15,14,0,10,0,16,8,8,12,5,12,15,16,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 0, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",COMPLETE
568,1705.8717030014357,2026-09-21 11:33:28.666984,2026-09-21 11:33:29.423450,0 days 00:00:00.756466,4,15,15,0,10,0,16,11,11,12,5,12,12,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 11, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",COMPLETE
569,2089.1144618714357,2026-09-21 11:33:29.452567,2026-09-21 11:33:29.923392,0 days 00:00:00.470825,0,15,15,2,7,0,15,6,7,13,5,12,15,14,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 7, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 6, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 14}",PRUNED
570,2072.9634714223102,2026-09-21 11:33:29.947221,2026-09-21 11:33:30.442673,0 days 00:00:00.495452,6,13,16,0,10,1,16,11,7,13,5,12,14,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 0, ""candidate__instagram"": 10, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
571,2068.2758446271273,2026-09-21 11:33:30.468254,2026-09-21 11:33:31.020879,0 days 00:00:00.552625,4,15,15,2,10,1,16,11,9,11,4,13,14,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 10, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 9, ""candidate__print"": 11, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",PRUNED
572,1710.0010984507887,2026-09-21 11:33:31.042991,2026-09-21 11:33:31.870491,0 days 00:00:00.827500,1,13,15,2,10,0,16,12,9,14,2,12,14,16,"{""candidate__cinema"": 1, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 12, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 2, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",COMPLETE
573,1707.4378389715032,2026-09-21 11:33:31.891442,2026-09-21 11:33:32.989054,0 days 00:00:01.097612,4,16,14,1,10,0,16,11,7,10,7,13,13,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 10, ""candidate__radio"": 7, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
574,1711.3982355540472,2026-09-21 11:33:33.007317,2026-09-21 11:33:33.716663,0 days 00:00:00.709346,0,16,15,2,10,0,17,9,8,11,3,12,14,16,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 9, ""candidate__paytv"": 8, ""candidate__print"": 11, ""candidate__radio"": 3, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",PRUNED
575,2093.615026724177,2026-09-21 11:33:33.736671,2026-09-21 11:33:34.162269,0 days 00:00:00.425598,0,16,15,1,9,0,15,8,8,10,5,14,14,14,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 8, ""candidate__paytv"": 8, ""candidate__print"": 10, ""candidate__radio"": 5, ""candidate__tiktok"": 14, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
576,2085.9864251094186,2026-09-21 11:33:34.188856,2026-09-21 11:33:34.621842,0 days 00:00:00.432986,0,15,16,1,10,0,15,7,7,12,6,12,14,15,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 7, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
577,2078.9620705983043,2026-09-21 11:33:34.642161,2026-09-21 11:33:35.103313,0 days 00:00:00.461152,1,15,15,2,9,0,17,9,6,11,6,12,14,15,"{""candidate__cinema"": 1, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 9, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
578,1973.7088796974106,2026-09-21 11:33:35.124077,2026-09-21 11:33:35.752390,0 days 00:00:00.628313,0,16,16,1,10,0,16,7,10,12,6,12,14,14,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
579,2076.716765270134,2026-09-21 11:33:35.776189,2026-09-21 11:33:36.219179,0 days 00:00:00.442990,0,17,16,2,9,0,16,5,9,11,5,13,14,14,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 9, ""candidate__print"": 11, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
580,2063.391461953207,2026-09-21 11:33:36.238848,2026-09-21 11:33:36.677784,0 days 00:00:00.438936,0,16,14,1,10,0,16,8,6,11,4,12,13,14,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 14}",PRUNED
581,1705.8717030014357,2026-09-21 11:33:36.699987,2026-09-21 11:33:37.465145,0 days 00:00:00.765158,4,15,15,0,10,0,16,11,4,11,5,13,12,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 4, ""candidate__print"": 11, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",COMPLETE
582,2083.8394897018775,2026-09-21 11:33:37.498932,2026-09-21 11:33:37.937803,0 days 00:00:00.438871,4,15,15,0,11,0,15,10,8,10,6,13,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 11, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 10, ""candidate__paytv"": 8, ""candidate__print"": 10, ""candidate__radio"": 6, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
583,1705.5592362273194,2026-09-21 11:33:37.962285,2026-09-21 11:33:38.938086,0 days 00:00:00.975801,5,16,15,1,10,0,16,11,5,10,5,13,12,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 5, ""candidate__print"": 10, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",COMPLETE
584,2076.9080863526992,2026-09-21 11:33:38.956493,2026-09-21 11:33:39.374121,0 days 00:00:00.417628,4,15,15,1,8,1,16,9,6,12,5,13,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 8, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 9, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
585,1705.6446953152254,2026-09-21 11:33:39.398516,2026-09-21 11:33:40.135024,0 days 00:00:00.736508,1,16,15,1,8,0,16,8,6,13,4,13,12,15,"{""candidate__cinema"": 1, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 8, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 6, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",COMPLETE
586,1709.9611658251615,2026-09-21 11:33:40.158812,2026-09-21 11:33:40.912975,0 days 00:00:00.754163,0,15,14,1,7,0,16,7,8,12,5,13,15,16,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 7, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",COMPLETE
587,1974.8501200022652,2026-09-21 11:33:40.937503,2026-09-21 11:33:41.535081,0 days 00:00:00.597578,4,15,15,0,11,0,16,11,3,12,5,13,12,14,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 11, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 3, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 12, ""candidate__youtube"": 14}",PRUNED
588,1710.0471398976958,2026-09-21 11:33:41.558254,2026-09-21 11:33:42.403341,0 days 00:00:00.845087,0,16,15,1,10,0,16,8,7,13,5,11,13,15,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
589,2067.555159441461,2026-09-21 11:33:42.426977,2026-09-21 11:33:42.868072,0 days 00:00:00.441095,0,16,14,1,8,0,16,7,7,11,6,12,14,14,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 8, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 7, ""candidate__print"": 11, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
590,2062.8366268196746,2026-09-21 11:33:42.887966,2026-09-21 11:33:43.334139,0 days 00:00:00.446173,1,16,16,0,7,0,16,7,6,12,4,13,12,15,"{""candidate__cinema"": 1, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 0, ""candidate__instagram"": 7, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
591,2063.8052551521073,2026-09-21 11:33:43.359212,2026-09-21 11:33:44.021059,0 days 00:00:00.661847,0,14,16,1,10,0,16,10,16,14,6,12,13,14,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 10, ""candidate__paytv"": 16, ""candidate__print"": 14, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 14}",PRUNED
592,2063.122085577126,2026-09-21 11:33:44.038088,2026-09-21 11:33:44.458388,0 days 00:00:00.420300,3,13,16,0,9,0,16,11,9,14,5,13,15,16,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 0, ""candidate__instagram"": 9, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",PRUNED
